ID	Type	Cluster representative	Virus Species	Host Species
SRR15017671_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017672_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017673_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017674_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017675_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017676_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15017677_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR15947159_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947160_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947161_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947162_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947163_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947164_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947165_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947166_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR15947167_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR18149365_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR18149366_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR18149367_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR18149368_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR18149369_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR18149370_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR19044614_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Acrolepiopsis sapporensis
SRR19044615_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Acrolepiopsis sapporensis
SRR19044616_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Acrolepiopsis sapporensis
SRR1982876_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR1982877_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR1982878_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR2737508_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR2737509_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR2737510_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR2737511_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR5124627_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR522247_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248221_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248222_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248223_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248224_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248225_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248226_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248227_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248228_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248229_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248230_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248231_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248232_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248233_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248234_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248236_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248237_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248238_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248239_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248241_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248242_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248243_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248244_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248245_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248246_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248247_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248248_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248249_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248250_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248251_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248252_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248253_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248254_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248255_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248256_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248257_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248258_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248259_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248260_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248261_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248262_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248263_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248264_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248265_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248266_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248267_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248268_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248269_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248270_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248271_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248272_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248273_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248274_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248275_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248276_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248278_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248279_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248280_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248281_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248282_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248283_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248284_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248285_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR5248286_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR525279_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR6365215_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Galleria mellonella
SRR6905894_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905896_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905897_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905898_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905899_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905900_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905901_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR6905902_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Lymantria dispar
SRR8302205_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8302206_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8302207_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8302208_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8357134_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8357135_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8357136_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8357137_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8357138_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8357139_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8361847_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361848_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361849_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361850_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361851_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361852_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361853_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361854_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361855_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361856_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361857_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361858_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361859_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361860_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361861_pg_nr1	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361866_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361867_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361868_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8361869_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8593453_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8593454_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8593455_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8593456_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8593457_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
SRR8772852_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772853_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772854_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772855_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772856_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772857_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772858_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772859_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772863_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772864_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772865_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772866_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772867_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772868_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772869_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772870_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772871_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR8772872_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015353_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015354_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015355_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015356_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015357_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015358_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015359_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015360_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9015361_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9165980_pg_nr4	Patched	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
SRR9165981_complete_1	Complete	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera litura
YP_009010984.1 Spodoptera exigua iflavirus 2	NCBI	YP_009010984.1 Spodoptera exigua iflavirus 2	Iflavirus betaspexiguae	Spodoptera exigua
ERR2206056_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206057_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206058_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206060_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206061_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206062_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206063_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206064_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2206065_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2228593_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2228594_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2228595_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2228596_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232444_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232445_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232446_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232447_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232448_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232449_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232450_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232451_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232455_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232456_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232457_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232458_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232460_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232462_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232463_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232465_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR232466_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius melpomene
ERR2587221_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587222_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587223_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587224_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587225_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587226_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587227_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587230_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587232_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius charithonia
ERR2587234_pg_nr1	Patched	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Laparus doris
ERR2587237_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Laparus doris
ERR2587239_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Laparus doris
ERR2587245_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587246_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587247_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587248_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587249_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587250_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius erato
ERR2587256_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
ERR2587257_complete_1	Complete	YP_009026409.1 Heliconius erato iflavirus	Iflavirus	Heliconius sara
